#{"t_start": 1763486636.7950091, "env_id": "CartPole-v1"}
r,l,t
60.0,60,122.254438
39.0,39,122.284228
36.0,36,122.339098
69.0,69,122.391685
44.0,44,122.428944
50.0,50,122.466426
90.0,90,122.563393
54.0,54,122.604513
48.0,48,122.641153
67.0,67,122.694084
65.0,65,122.772992
57.0,57,122.816478
40.0,40,122.847009
57.0,57,122.890612
21.0,21,122.906698
40.0,40,122.937239
45.0,45,123.002099
41.0,41,123.033284
25.0,25,123.052123
50.0,50,123.090012
55.0,55,123.132894
46.0,46,123.168579
61.0,61,123.243719
23.0,23,123.261044
53.0,53,123.300958
55.0,55,123.343404
39.0,39,123.373534
42.0,42,123.40605
55.0,55,123.475902
39.0,39,123.506172
68.0,68,123.558795
48.0,48,123.59575
38.0,38,123.626052
30.0,30,123.676585
33.0,33,123.702113
70.0,70,123.756267
44.0,44,123.79032
52.0,52,123.830506
47.0,47,123.86681
35.0,35,123.924098
51.0,51,123.96453
36.0,36,123.993083
54.0,54,124.035289
31.0,31,124.059962
43.0,43,124.094577
106.0,106,124.204862
67.0,67,124.255886
41.0,41,124.286791
39.0,39,124.316448
48.0,48,124.38109
39.0,39,124.411593
36.0,36,124.445396
51.0,51,124.485337
48.0,48,124.523064
47.0,47,124.586991
83.0,83,124.653468
74.0,74,124.71369
42.0,42,124.747593
35.0,35,124.775371
38.0,38,124.832449
45.0,45,124.866817
47.0,47,124.902765
52.0,52,124.942415
42.0,42,124.974468
36.0,36,125.002276
22.0,22,125.048135
42.0,42,125.08864
39.0,39,125.11871
48.0,48,125.156977
88.0,88,125.224966
34.0,34,125.251946
37.0,37,125.315612
55.0,55,125.356404
36.0,36,125.38358
51.0,51,125.423318
42.0,42,125.456055
45.0,45,125.521438
53.0,53,125.56275
68.0,68,125.616349
53.0,53,125.661884
40.0,40,125.694806
26.0,26,125.715464
28.0,28,125.77048
48.0,48,125.807145
27.0,27,125.827753
36.0,36,125.855696
58.0,58,125.901139
53.0,53,125.949327
38.0,38,126.003702
53.0,53,126.04312
26.0,26,126.062511
56.0,56,126.104371
63.0,63,126.152406
47.0,47,126.215763
36.0,36,126.243201
24.0,24,126.264936
39.0,39,126.294658
20.0,20,126.309665
26.0,26,126.328999
29.0,29,126.350519
33.0,33,126.374974
44.0,44,126.43791
41.0,41,126.469313
31.0,31,126.499689
39.0,39,126.533674
24.0,24,126.552431
67.0,67,126.611138
69.0,69,126.691536
49.0,49,126.729117
57.0,57,126.776329
32.0,32,126.801634
40.0,40,126.833097
54.0,54,126.901781
25.0,25,126.921769
56.0,56,126.967409
41.0,41,126.999305
54.0,54,127.039918
71.0,71,127.094774
63.0,63,127.176265
57.0,57,127.220628
40.0,40,127.262073
72.0,72,127.316439
53.0,53,127.383286
41.0,41,127.416667
44.0,44,127.452231
47.0,47,127.488546
37.0,37,127.517383
35.0,35,127.545202
46.0,46,127.608699
25.0,25,127.62789
32.0,32,127.65238
37.0,37,127.68146
42.0,42,127.713615
56.0,56,127.756414
23.0,23,127.774223
51.0,51,127.844158
51.0,51,127.884965
46.0,46,127.920636
37.0,37,127.949893
62.0,62,127.997131
70.0,70,128.095313
32.0,32,128.119457
35.0,35,128.145749
41.0,41,128.176625
58.0,58,128.221356
31.0,31,128.245313
42.0,42,128.306473
31.0,31,128.330298
50.0,50,128.368754
50.0,50,128.408268
25.0,25,128.43126
38.0,38,128.462384
72.0,72,128.543741
22.0,22,128.560271
64.0,64,128.608854
38.0,38,128.638218
42.0,42,128.676178
27.0,27,128.698638
38.0,38,128.759096
65.0,65,128.812844
42.0,42,128.8468
45.0,45,128.882028
27.0,27,128.903453
77.0,77,128.992013
25.0,25,129.010911
30.0,30,129.033347
34.0,34,129.059316
37.0,37,129.091657
33.0,33,129.12527
65.0,65,129.181921
61.0,61,129.256402
41.0,41,129.287774
58.0,58,129.332044
45.0,45,129.366716
53.0,53,129.408187
33.0,33,129.462966
27.0,27,129.484216
26.0,26,129.504655
38.0,38,129.534442
65.0,65,129.585294
22.0,22,129.602547
44.0,44,129.636895
39.0,39,129.696622
38.0,38,129.726452
39.0,39,129.757056
41.0,41,129.789041
62.0,62,129.837898
52.0,52,129.878473
51.0,51,129.948103
25.0,25,129.967779
43.0,43,130.001453
50.0,50,130.040587
55.0,55,130.083642
63.0,63,130.160739
37.0,37,130.189599
38.0,38,130.219341
52.0,52,130.259921
34.0,34,130.286594
34.0,34,130.313192
51.0,51,130.38077
62.0,62,130.434139
56.0,56,130.478103
52.0,52,130.518998
45.0,45,130.554293
72.0,72,130.639985
36.0,36,130.66828
29.0,29,130.691232
32.0,32,130.717707
46.0,46,130.754485
44.0,44,130.789957
63.0,63,130.873336
37.0,37,130.902202
33.0,33,130.927857
37.0,37,130.955831
23.0,23,130.973046
38.0,38,131.001302
33.0,33,131.025837
51.0,51,131.091578
47.0,47,131.12848
59.0,59,131.175359
34.0,34,131.202849
34.0,34,131.229758
37.0,37,131.25894
37.0,37,131.321848
36.0,36,131.353241
28.0,28,131.375195
45.0,45,131.411196
69.0,69,131.46625
55.0,55,131.508606
74.0,74,131.600349
54.0,54,131.643578
40.0,40,131.675569
53.0,53,131.716652
73.0,73,131.800244
59.0,59,131.845858
60.0,60,131.892029
54.0,54,131.935001
45.0,45,131.969576
41.0,41,132.028174
50.0,50,132.068805
43.0,43,132.102508
45.0,45,132.137799
42.0,42,132.170403
40.0,40,132.230858
70.0,70,132.29439
64.0,64,132.341928
47.0,47,132.376981
31.0,31,132.400549
52.0,52,132.474551
43.0,43,132.507472
54.0,54,132.549187
47.0,47,132.585937
82.0,82,132.649928
30.0,30,132.701227
28.0,28,132.723556
36.0,36,132.752023
43.0,43,132.785733
89.0,89,132.855422
51.0,51,132.923022
43.0,43,132.95585
40.0,40,132.986331
50.0,50,133.024465
30.0,30,133.048028
46.0,46,133.084079
33.0,33,133.109942
31.0,31,133.166943
49.0,49,133.212227
24.0,24,133.230513
49.0,49,133.267621
36.0,36,133.294906
54.0,54,133.335818
57.0,57,133.406173
35.0,35,133.432822
65.0,65,133.487098
26.0,26,133.507411
53.0,53,133.548412
36.0,36,133.576285
65.0,65,133.660592
37.0,37,133.689441
33.0,33,133.715175
44.0,44,133.748526
28.0,28,133.76977
50.0,50,133.807631
64.0,64,133.888498
41.0,41,133.920729
84.0,84,133.986466
56.0,56,134.030155
46.0,46,134.094179
54.0,54,134.136573
38.0,38,134.166341
36.0,36,134.194557
62.0,62,134.24381
56.0,56,134.316481
94.0,94,134.387375
42.0,42,134.418611
48.0,48,134.459584
27.0,27,134.480892
85.0,85,134.575217
71.0,71,134.62983
28.0,28,134.651172
45.0,45,134.685495
75.0,75,134.7756
20.0,20,134.791987
31.0,31,134.816597
41.0,41,134.85008
88.0,88,134.920014
91.0,91,135.025138
48.0,48,135.062324
82.0,82,135.125745
39.0,39,135.158251
35.0,35,135.18556
25.0,25,135.235456
49.0,49,135.272798
35.0,35,135.300112
36.0,36,135.328144
74.0,74,135.385591
58.0,58,135.4624
57.0,57,135.506974
36.0,36,135.535085
47.0,47,135.571761
38.0,38,135.601452
62.0,62,135.649817
32.0,32,135.702531
38.0,38,135.732605
53.0,53,135.773986
56.0,56,135.817676
41.0,41,135.850077
40.0,40,135.881233
35.0,35,135.937012
46.0,46,135.972945
50.0,50,136.012035
48.0,48,136.049479
22.0,22,136.06671
55.0,55,136.109836
21.0,21,136.154878
53.0,53,136.196276
42.0,42,136.229243
28.0,28,136.251285
33.0,33,136.277121
27.0,27,136.298395
58.0,58,136.34379
66.0,66,136.43003
44.0,44,136.467713
56.0,56,136.513939
19.0,19,136.528568
33.0,33,136.553777
44.0,44,136.614509
45.0,45,136.64916
26.0,26,136.669016
78.0,78,136.728482
56.0,56,136.771144
53.0,53,136.845213
49.0,49,136.885227
33.0,33,136.91201
41.0,41,136.945149
46.0,46,136.981301
56.0,56,137.024974
39.0,39,137.083301
28.0,28,137.105354
79.0,79,137.167274
39.0,39,137.19793
45.0,45,137.234054
33.0,33,137.260599
35.0,35,137.316582
32.0,32,137.341749
21.0,21,137.35831
54.0,54,137.40063
56.0,56,137.447533
32.0,32,137.472457
36.0,36,137.500048
45.0,45,137.561475
49.0,49,137.603681
71.0,71,137.660465
34.0,34,137.688026
43.0,43,137.722655
44.0,44,137.78535
83.0,83,137.850112
28.0,28,137.872216
55.0,55,137.917597
87.0,87,138.014154
102.0,102,138.091632
45.0,45,138.125902
66.0,66,138.177531
49.0,49,138.243564
37.0,37,138.272681
44.0,44,138.307124
46.0,46,138.342319
63.0,63,138.39047
52.0,52,138.460617
51.0,51,138.501372
28.0,28,138.522784
49.0,49,138.560191
63.0,63,138.608328
43.0,43,138.6411
32.0,32,138.692199
35.0,35,138.718918
54.0,54,138.760128
40.0,40,138.790686
71.0,71,138.846339
40.0,40,138.909494
32.0,32,138.934696
26.0,26,138.955073
25.0,25,138.974621
47.0,47,139.011447
72.0,72,139.067622
68.0,68,139.14822
69.0,69,139.202003
106.0,106,139.28461
24.0,24,139.303348
26.0,26,139.323633
33.0,33,139.379257
51.0,51,139.41962
45.0,45,139.460055
54.0,54,139.507284
36.0,36,139.534811
44.0,44,139.568402
40.0,40,139.626
54.0,54,139.66774
46.0,46,139.702922
28.0,28,139.724373
35.0,35,139.751125
34.0,34,139.777169
39.0,39,139.83572
55.0,55,139.887187
62.0,62,139.938721
24.0,24,139.959408
49.0,49,139.997711
24.0,24,140.01648
35.0,35,140.073123
77.0,77,140.133193
39.0,39,140.163628
41.0,41,140.19562
42.0,42,140.228708
51.0,51,140.302431
38.0,38,140.332896
33.0,33,140.358826
27.0,27,140.380009
63.0,63,140.429282
45.0,45,140.464516
35.0,35,140.491899
47.0,47,140.559986
51.0,51,140.599868
59.0,59,140.645868
69.0,69,140.700399
45.0,45,140.771013
76.0,76,140.830772
44.0,44,140.865415
40.0,40,140.896875
51.0,51,140.936808
61.0,61,141.02438
41.0,41,141.05863
40.0,40,141.089147
37.0,37,141.117332
42.0,42,141.149316
46.0,46,141.184339
63.0,63,141.259347
19.0,19,141.273859
40.0,40,141.3044
57.0,57,141.348929
46.0,46,141.384999
55.0,55,141.428672
26.0,26,141.483475
85.0,85,141.548359
35.0,35,141.575129
32.0,32,141.599625
38.0,38,141.628714
78.0,78,141.724464
90.0,90,141.794242
32.0,32,141.819347
36.0,36,141.847537
24.0,24,141.866426
66.0,66,141.948912
39.0,39,141.978806
47.0,47,142.014674
34.0,34,142.040726
29.0,29,142.062874
42.0,42,142.10073
29.0,29,142.126179
62.0,62,142.201384
24.0,24,142.219701
46.0,46,142.254747
51.0,51,142.29349
78.0,78,142.353323
48.0,48,142.419195
36.0,36,142.449623
30.0,30,142.473826
37.0,37,142.503613
68.0,68,142.55839
42.0,42,142.5913
40.0,40,142.649298
46.0,46,142.688738
37.0,37,142.719103
85.0,85,142.785586
57.0,57,142.860775
65.0,65,142.912383
58.0,58,142.958206
44.0,44,142.991803
40.0,40,143.02238
46.0,46,143.086012
87.0,87,143.15415
36.0,36,143.181753
44.0,44,143.215406
34.0,34,143.241409
50.0,50,143.280595
65.0,65,143.358496
60.0,60,143.404316
37.0,37,143.43258
44.0,44,143.466202
40.0,40,143.496854
54.0,54,143.56651
27.0,27,143.587757
42.0,42,143.628331
25.0,25,143.647934
25.0,25,143.667341
31.0,31,143.691083
59.0,59,143.736109
43.0,43,143.795608
35.0,35,143.822365
46.0,46,143.860625
31.0,31,143.888218
23.0,23,143.90623
42.0,42,143.939057
60.0,60,144.013692
48.0,48,144.051131
70.0,70,144.105687
63.0,63,144.155784
40.0,40,144.187937
24.0,24,144.2353
21.0,21,144.252206
49.0,49,144.29056
90.0,90,144.364599
42.0,42,144.398305
70.0,70,144.48734
42.0,42,144.520476
37.0,37,144.549592
50.0,50,144.588622
46.0,46,144.632744
50.0,50,144.671887
48.0,48,144.737151
43.0,43,144.770808
72.0,72,144.826974
45.0,45,144.862445
46.0,46,144.900365
21.0,21,144.955376
26.0,26,144.976755
49.0,49,145.014902
39.0,39,145.045276
47.0,47,145.085153
63.0,63,145.146841
50.0,50,145.212977
78.0,78,145.273418
41.0,41,145.304913
41.0,41,145.336832
41.0,41,145.369251
38.0,38,145.427158
39.0,39,145.4578
22.0,22,145.475049
55.0,55,145.518027
35.0,35,145.551743
28.0,28,145.573741
27.0,27,145.594912
69.0,69,145.682863
54.0,54,145.725507
49.0,49,145.76459
70.0,70,145.821461
28.0,28,145.84362
62.0,62,145.926613
63.0,63,145.977293
30.0,30,146.000286
39.0,39,146.030038
35.0,35,146.056769
12.0,12,146.06596
54.0,54,146.134149
50.0,50,146.172331
62.0,62,146.220751
45.0,45,146.255973
53.0,53,146.297444
64.0,64,146.374202
30.0,30,146.397216
28.0,28,146.420568
40.0,40,146.460716
38.0,38,146.494895
51.0,51,146.535204
35.0,35,146.563236
55.0,55,146.634552
52.0,52,146.675168
57.0,57,146.719627
88.0,88,146.788474
54.0,54,146.859285
24.0,24,146.878636
49.0,49,146.918216
41.0,41,146.952822
61.0,61,147.000902
59.0,59,147.082329
77.0,77,147.143958
24.0,24,147.163444
56.0,56,147.209437
51.0,51,147.25078
47.0,47,147.317498
36.0,36,147.34577
25.0,25,147.365368
43.0,43,147.399408
33.0,33,147.430749
57.0,57,147.479645
24.0,24,147.501757
38.0,38,147.557852
69.0,69,147.610548
72.0,72,147.666184
43.0,43,147.699903
46.0,46,147.735983
36.0,36,147.792267
76.0,76,147.851949
31.0,31,147.876399
46.0,46,147.912461
40.0,40,147.943938
46.0,46,148.007377
44.0,44,148.041514
93.0,93,148.11367
44.0,44,148.148087
40.0,40,148.179377
86.0,86,148.273791
50.0,50,148.31217
29.0,29,148.335014
41.0,41,148.367215
65.0,65,148.418133
32.0,32,148.470794
46.0,46,148.506287
41.0,41,148.537542
42.0,42,148.569513
59.0,59,148.615382
47.0,47,148.682964
52.0,52,148.724924
62.0,62,148.774978
84.0,84,148.847675
13.0,13,148.8579
50.0,50,148.926778
54.0,54,148.977702
52.0,52,149.016734
51.0,51,149.055658
53.0,53,149.096029
55.0,55,149.164692
39.0,39,149.194399
47.0,47,149.230181
36.0,36,149.257784
63.0,63,149.307032
83.0,83,149.399431
81.0,81,149.46285
74.0,74,149.520922
41.0,41,149.553029
32.0,32,149.605615
99.0,99,149.683067
36.0,36,149.711347
40.0,40,149.742651
71.0,71,149.799033
50.0,50,149.866184
32.0,32,149.891287
51.0,51,149.935857
78.0,78,149.99726
56.0,56,150.072078
36.0,36,150.102143
57.0,57,150.148549
62.0,62,150.198982
40.0,40,150.232135
36.0,36,150.26218
52.0,52,150.335768
41.0,41,150.36831
34.0,34,150.39557
24.0,24,150.414826
45.0,45,150.46067
51.0,51,150.510471
56.0,56,150.595917
24.0,24,150.62098
30.0,30,150.645549
74.0,74,150.701816
62.0,62,150.749723
64.0,64,150.826441
28.0,28,150.848191
40.0,40,150.879748
47.0,47,150.916654
46.0,46,150.952793
54.0,54,150.995173
58.0,58,151.068318
58.0,58,151.113758
63.0,63,151.163099
58.0,58,151.20857
