#{"t_start": 1763486788.551658, "env_id": "CartPole-v1"}
r,l,t
50.0,50,110.54226
38.0,38,110.571264
26.0,26,110.591091
47.0,47,110.62687
59.0,59,110.671781
43.0,43,110.704543
26.0,26,110.724362
46.0,46,110.792347
68.0,68,110.85326
36.0,36,110.881792
40.0,40,110.914017
42.0,42,110.947228
24.0,24,110.96604
52.0,52,111.039927
65.0,65,111.090815
53.0,53,111.132587
50.0,50,111.171699
62.0,62,111.250313
35.0,35,111.277776
28.0,28,111.299658
49.0,49,111.337852
45.0,45,111.373
39.0,39,111.403744
44.0,44,111.465902
24.0,24,111.484809
38.0,38,111.514524
46.0,46,111.550431
51.0,51,111.590753
49.0,49,111.62983
26.0,26,111.65076
36.0,36,111.709013
39.0,39,111.739634
57.0,57,111.784193
22.0,22,111.801484
36.0,36,111.833406
37.0,37,111.863555
34.0,34,111.891316
46.0,46,111.959044
55.0,55,112.000842
61.0,61,112.047165
35.0,35,112.074024
41.0,41,112.106021
23.0,23,112.123997
44.0,44,112.185388
32.0,32,112.209891
28.0,28,112.231237
45.0,45,112.2655
37.0,37,112.29369
57.0,57,112.337063
28.0,28,112.391897
89.0,89,112.463419
32.0,32,112.495888
32.0,32,112.520977
47.0,47,112.558272
69.0,69,112.64642
64.0,64,112.702597
39.0,39,112.731643
41.0,41,112.76298
36.0,36,112.790515
68.0,68,112.869477
52.0,52,112.911807
22.0,22,112.929882
40.0,40,112.962119
29.0,29,112.985147
47.0,47,113.022281
62.0,62,113.097731
27.0,27,113.118497
49.0,49,113.156272
21.0,21,113.174018
37.0,37,113.202283
48.0,48,113.238879
40.0,40,113.269265
31.0,31,113.319152
36.0,36,113.34588
44.0,44,113.378851
48.0,48,113.415505
62.0,62,113.462934
39.0,39,113.492803
74.0,74,113.576549
37.0,37,113.604836
37.0,37,113.633169
65.0,65,113.682623
38.0,38,113.711427
56.0,56,113.779937
47.0,47,113.81528
36.0,36,113.842539
86.0,86,113.90815
41.0,41,113.939399
66.0,66,114.019503
61.0,61,114.066194
56.0,56,114.109725
62.0,62,114.158289
38.0,38,114.215207
36.0,36,114.242664
33.0,33,114.267895
69.0,69,114.320603
38.0,38,114.349679
53.0,53,114.390482
18.0,18,114.434394
56.0,56,114.481212
58.0,58,114.532701
43.0,43,114.568081
43.0,43,114.602047
40.0,40,114.63333
44.0,44,114.700287
59.0,59,114.746335
34.0,34,114.772913
36.0,36,114.801343
36.0,36,114.82945
57.0,57,114.873906
63.0,63,114.953776
61.0,61,115.001231
44.0,44,115.035949
30.0,30,115.060045
76.0,76,115.148606
14.0,14,115.159591
38.0,38,115.189257
48.0,48,115.226785
41.0,41,115.258654
29.0,29,115.281297
35.0,35,115.308644
77.0,77,115.397787
35.0,35,115.425665
33.0,33,115.452306
36.0,36,115.481204
46.0,46,115.518306
74.0,74,115.609123
32.0,32,115.634487
69.0,69,115.695724
11.0,11,115.704213
66.0,66,115.754758
56.0,56,115.797571
55.0,55,115.877039
40.0,40,115.915966
42.0,42,115.948928
45.0,45,115.984487
41.0,41,116.016548
52.0,52,116.088325
52.0,52,116.128395
28.0,28,116.149978
29.0,29,116.17238
34.0,34,116.198655
26.0,26,116.218819
45.0,45,116.253536
60.0,60,116.326977
53.0,53,116.367986
56.0,56,116.411288
45.0,45,116.446066
34.0,34,116.472258
52.0,52,116.540706
57.0,57,116.585364
46.0,46,116.621254
31.0,31,116.645472
77.0,77,116.705468
46.0,46,116.768968
49.0,49,116.807343
96.0,96,116.882205
26.0,26,116.902613
37.0,37,116.931564
25.0,25,116.951144
62.0,62,117.028786
40.0,40,117.061273
17.0,17,117.075109
63.0,63,117.126256
37.0,37,117.15629
54.0,54,117.226535
76.0,76,117.285918
65.0,65,117.336686
34.0,34,117.363312
46.0,46,117.399223
27.0,27,117.420277
37.0,37,117.481507
51.0,51,117.523022
39.0,39,117.554645
50.0,50,117.595214
52.0,52,117.636158
57.0,57,117.708269
51.0,51,117.748112
22.0,22,117.765362
49.0,49,117.803688
46.0,46,117.840084
57.0,57,117.884792
42.0,42,117.945431
41.0,41,117.977433
48.0,48,118.015036
41.0,41,118.047149
37.0,37,118.076124
97.0,97,118.189559
70.0,70,118.243387
37.0,37,118.271741
51.0,51,118.310821
42.0,42,118.343081
43.0,43,118.402921
57.0,57,118.44644
39.0,39,118.476586
69.0,69,118.53297
34.0,34,118.559973
55.0,55,118.630512
55.0,55,118.673059
53.0,53,118.714046
38.0,38,118.743444
23.0,23,118.761239
58.0,58,118.832958
80.0,80,118.894518
33.0,33,118.919952
51.0,51,118.960185
27.0,27,118.981094
27.0,27,119.00246
48.0,48,119.068218
40.0,40,119.099648
66.0,66,119.15059
22.0,22,119.171123
57.0,57,119.216525
77.0,77,119.304925
60.0,60,119.351925
48.0,48,119.389486
38.0,38,119.419268
72.0,72,119.475659
24.0,24,119.522211
43.0,43,119.555956
89.0,89,119.625889
37.0,37,119.657074
66.0,66,119.713316
61.0,61,119.787233
35.0,35,119.813958
71.0,71,119.868361
48.0,48,119.905016
66.0,66,119.98355
48.0,48,120.020122
40.0,40,120.050719
50.0,50,120.089178
81.0,81,120.152643
25.0,25,120.17354
35.0,35,120.228154
50.0,50,120.266449
21.0,21,120.282536
52.0,52,120.3223
35.0,35,120.349054
59.0,59,120.394074
82.0,82,120.485406
71.0,71,120.541124
24.0,24,120.559527
37.0,37,120.587864
44.0,44,120.621489
26.0,26,120.672498
42.0,42,120.705376
39.0,39,120.735795
42.0,42,120.768609
45.0,45,120.803764
39.0,39,120.834243
46.0,46,120.901413
45.0,45,120.936723
36.0,36,120.964987
41.0,41,120.997051
44.0,44,121.031448
36.0,36,121.059696
35.0,35,121.087153
29.0,29,121.13818
28.0,28,121.162031
51.0,51,121.203686
39.0,39,121.234152
56.0,56,121.277805
64.0,64,121.355467
86.0,86,121.422809
54.0,54,121.465558
32.0,32,121.49077
68.0,68,121.543944
70.0,70,121.624603
48.0,48,121.66359
42.0,42,121.696838
33.0,33,121.72211
36.0,36,121.750803
53.0,53,121.822161
63.0,63,121.872703
34.0,34,121.900783
34.0,34,121.927928
73.0,73,121.987128
44.0,44,122.050327
36.0,36,122.079058
39.0,39,122.110288
49.0,49,122.149406
41.0,41,122.181765
63.0,63,122.232342
53.0,53,122.309159
69.0,69,122.36849
32.0,32,122.393791
38.0,38,122.423804
28.0,28,122.446171
38.0,38,122.476341
66.0,66,122.559695
45.0,45,122.595989
35.0,35,122.62404
37.0,37,122.655463
46.0,46,122.694036
34.0,34,122.724465
41.0,41,122.78417
50.0,50,122.824352
86.0,86,122.891622
50.0,50,122.931171
45.0,45,122.994422
24.0,24,123.013357
32.0,32,123.038547
38.0,38,123.068373
61.0,61,123.116205
25.0,25,123.146177
51.0,51,123.186178
40.0,40,123.251803
39.0,39,123.282856
47.0,47,123.320127
50.0,50,123.359625
42.0,42,123.392816
56.0,56,123.437814
12.0,12,123.48057
80.0,80,123.544688
51.0,51,123.585315
39.0,39,123.622352
43.0,43,123.655358
32.0,32,123.713171
49.0,49,123.750853
40.0,40,123.781549
88.0,88,123.850257
32.0,32,123.875285
42.0,42,123.908149
62.0,62,123.990995
35.0,35,124.018815
47.0,47,124.056125
26.0,26,124.076711
36.0,36,124.105198
48.0,48,124.143286
74.0,74,124.245585
55.0,55,124.294692
94.0,94,124.369138
33.0,33,124.39528
55.0,55,124.479175
60.0,60,124.52459
57.0,57,124.569002
41.0,41,124.601164
47.0,47,124.637948
45.0,45,124.701038
78.0,78,124.761957
63.0,63,124.811261
47.0,47,124.847958
35.0,35,124.902939
49.0,49,124.941348
47.0,47,124.978229
38.0,38,125.008039
69.0,69,125.061996
37.0,37,125.090608
49.0,49,125.155122
36.0,36,125.189758
37.0,37,125.228394
23.0,23,125.249888
69.0,69,125.302536
32.0,32,125.327004
44.0,44,125.386264
25.0,25,125.405228
33.0,33,125.430595
60.0,60,125.476476
46.0,46,125.511805
72.0,72,125.594059
55.0,55,125.637464
54.0,54,125.690312
72.0,72,125.751399
44.0,44,125.786281
99.0,99,125.891603
52.0,52,125.932748
61.0,61,125.980814
18.0,18,125.995057
40.0,40,126.027248
40.0,40,126.090015
53.0,53,126.133203
39.0,39,126.165243
48.0,48,126.206492
47.0,47,126.255371
45.0,45,126.321231
38.0,38,126.351936
36.0,36,126.380932
48.0,48,126.419598
61.0,61,126.469349
45.0,45,126.507756
42.0,42,126.569849
47.0,47,126.61368
48.0,48,126.660083
37.0,37,126.690097
40.0,40,126.722826
49.0,49,126.763225
27.0,27,126.813286
25.0,25,126.833024
75.0,75,126.891932
71.0,71,126.953572
38.0,38,126.984746
37.0,37,127.042557
26.0,26,127.063266
64.0,64,127.113217
40.0,40,127.144157
72.0,72,127.2012
22.0,22,127.218695
49.0,49,127.28567
22.0,22,127.302909
45.0,45,127.338033
50.0,50,127.377047
64.0,64,127.427042
46.0,46,127.463114
70.0,70,127.548956
34.0,34,127.576539
50.0,50,127.616807
54.0,54,127.661315
33.0,33,127.687969
41.0,41,127.752022
47.0,47,127.788755
23.0,23,127.806809
34.0,34,127.833984
48.0,48,127.871647
41.0,41,127.903836
62.0,62,127.983023
68.0,68,128.036891
42.0,42,128.070596
39.0,39,128.102038
66.0,66,128.155228
34.0,34,128.21387
86.0,86,128.281262
28.0,28,128.303254
33.0,33,128.329173
85.0,85,128.395452
37.0,37,128.452206
63.0,63,128.501744
53.0,53,128.544548
59.0,59,128.591924
41.0,41,128.624804
47.0,47,128.69267
52.0,52,128.732321
50.0,50,128.770529
41.0,41,128.803455
40.0,40,128.83515
23.0,23,128.853494
32.0,32,128.909037
56.0,56,128.954674
44.0,44,128.989626
33.0,33,129.016955
21.0,21,129.033646
58.0,58,129.079799
81.0,81,129.176017
26.0,26,129.196475
62.0,62,129.245084
94.0,94,129.318643
40.0,40,129.377449
41.0,41,129.409607
32.0,32,129.434698
25.0,25,129.454348
72.0,72,129.511024
32.0,32,129.536422
68.0,68,129.617416
37.0,37,129.646884
37.0,37,129.676663
66.0,66,129.729809
31.0,31,129.754856
41.0,41,129.789738
53.0,53,129.859329
42.0,42,129.892305
78.0,78,129.953364
48.0,48,129.990854
39.0,39,130.021639
48.0,48,130.086927
69.0,69,130.140999
47.0,47,130.177874
53.0,53,130.219416
71.0,71,130.307108
49.0,49,130.345517
54.0,54,130.387697
38.0,38,130.417333
23.0,23,130.435281
48.0,48,130.473396
52.0,52,130.550756
49.0,49,130.58859
47.0,47,130.627781
36.0,36,130.659089
46.0,46,130.704631
33.0,33,130.729877
41.0,41,130.788241
35.0,35,130.815048
63.0,63,130.863088
51.0,51,130.901886
53.0,53,130.942257
76.0,76,131.028321
44.0,44,131.062767
44.0,44,131.097284
40.0,40,131.12871
38.0,38,131.158612
49.0,49,131.227825
30.0,30,131.25149
29.0,29,131.274212
22.0,22,131.291465
45.0,45,131.3266
51.0,51,131.366442
40.0,40,131.397676
62.0,62,131.475419
36.0,36,131.504106
25.0,25,131.523679
52.0,52,131.567405
47.0,47,131.603655
24.0,24,131.623934
63.0,63,131.708642
46.0,46,131.744975
54.0,54,131.787248
55.0,55,131.830337
38.0,38,131.860145
40.0,40,131.891419
31.0,31,131.94401
51.0,51,131.985197
64.0,64,132.036749
39.0,39,132.068137
36.0,36,132.097106
21.0,21,132.113978
49.0,49,132.181602
50.0,50,132.221666
57.0,57,132.26742
39.0,39,132.298704
73.0,73,132.357362
34.0,34,132.413398
60.0,60,132.460402
48.0,48,132.49789
39.0,39,132.529102
36.0,36,132.558158
42.0,42,132.591844
49.0,49,132.666037
44.0,44,132.701648
48.0,48,132.739505
12.0,12,132.749036
41.0,41,132.781231
48.0,48,132.819053
23.0,23,132.874178
40.0,40,132.906197
40.0,40,132.937129
25.0,25,132.957457
67.0,67,133.009562
51.0,51,133.050257
47.0,47,133.120091
56.0,56,133.16507
32.0,32,133.189679
36.0,36,133.217482
57.0,57,133.262194
35.0,35,133.289631
27.0,27,133.338651
24.0,24,133.361661
48.0,48,133.398229
64.0,64,133.447555
45.0,45,133.482753
62.0,62,133.531265
43.0,43,133.59305
36.0,36,133.62142
46.0,46,133.659014
59.0,59,133.707674
23.0,23,133.725597
34.0,34,133.751656
49.0,49,133.816256
41.0,41,133.847582
34.0,34,133.874079
50.0,50,133.913139
61.0,61,133.960833
41.0,41,133.992892
59.0,59,134.066691
28.0,28,134.088582
44.0,44,134.122931
50.0,50,134.162048
41.0,41,134.194237
22.0,22,134.21148
30.0,30,134.269286
64.0,64,134.320908
32.0,32,134.346706
34.0,34,134.374125
49.0,49,134.413557
65.0,65,134.496503
39.0,39,134.528041
65.0,65,134.580722
28.0,28,134.603224
57.0,57,134.649679
56.0,56,134.694893
40.0,40,134.753882
49.0,49,134.79225
37.0,37,134.82127
48.0,48,134.858881
56.0,56,134.902807
48.0,48,134.975495
47.0,47,135.014277
62.0,62,135.065144
51.0,51,135.10658
36.0,36,135.135962
51.0,51,135.206591
35.0,35,135.23374
58.0,58,135.279614
34.0,34,135.306559
50.0,50,135.346183
39.0,39,135.377086
30.0,30,135.400858
43.0,43,135.462783
42.0,42,135.496158
44.0,44,135.531273
41.0,41,135.571119
65.0,65,135.62453
38.0,38,135.684233
38.0,38,135.71494
43.0,43,135.749557
52.0,52,135.790425
59.0,59,135.837148
55.0,55,135.910079
49.0,49,135.949529
39.0,39,135.980939
68.0,68,136.035838
36.0,36,136.064792
31.0,31,136.089772
26.0,26,136.110707
34.0,34,136.175311
34.0,34,136.203063
49.0,49,136.241306
37.0,37,136.270855
54.0,54,136.31439
36.0,36,136.343552
40.0,40,136.408273
63.0,63,136.459704
69.0,69,136.527109
23.0,23,136.545467
61.0,61,136.594301
96.0,96,136.701652
54.0,54,136.745447
32.0,32,136.770449
34.0,34,136.796982
37.0,37,136.826744
45.0,45,136.906168
27.0,27,136.933845
45.0,45,136.97987
37.0,37,137.017764
44.0,44,137.062695
24.0,24,137.084363
52.0,52,137.15818
58.0,58,137.202882
52.0,52,137.243217
99.0,99,137.324095
42.0,42,137.356166
78.0,78,137.442615
39.0,39,137.472731
35.0,35,137.500205
46.0,46,137.536295
57.0,57,137.581033
54.0,54,137.651167
63.0,63,137.700594
46.0,46,137.736814
44.0,44,137.771339
47.0,47,137.808355
51.0,51,137.87674
45.0,45,137.912589
30.0,30,137.936256
39.0,39,137.966935
49.0,49,138.006035
37.0,37,138.035906
29.0,29,138.086879
53.0,53,138.128365
43.0,43,138.162014
50.0,50,138.201168
35.0,35,138.228664
50.0,50,138.267918
73.0,73,138.352929
36.0,36,138.381223
42.0,42,138.414127
52.0,52,138.454771
23.0,23,138.472819
63.0,63,138.551774
39.0,39,138.58891
39.0,39,138.619497
23.0,23,138.637559
52.0,52,138.678527
55.0,55,138.72734
44.0,44,138.798693
22.0,22,138.816239
78.0,78,138.879385
53.0,53,138.923046
36.0,36,138.952394
39.0,39,138.983991
50.0,50,139.061294
24.0,24,139.080844
64.0,64,139.132839
44.0,44,139.168681
54.0,54,139.21243
36.0,36,139.275656
51.0,51,139.315581
76.0,76,139.37501
36.0,36,139.40317
50.0,50,139.44321
40.0,40,139.503722
39.0,39,139.535263
30.0,30,139.560446
46.0,46,139.60256
22.0,22,139.620288
87.0,87,139.695767
52.0,52,139.764449
35.0,35,139.791959
70.0,70,139.847368
31.0,31,139.872324
74.0,74,139.931753
